NCBI Name
Saccharopolyspora lacisalsi
Saccharopolyspora maritima
Saccharopolyspora pathumthaniensis
Saccharopolyspora phatthalungensis
Saccharopolyspora pogona
Saccharopolyspora qijiaojingensis
Saccharopolyspora qinghaiensis
Saccharopolyspora rectivirgula
Saccharopolyspora rosea
Saccharopolyspora shandongensis
Saccharopolyspora spinosa
Saccharopolyspora spinosporotrichia
Saccharopolyspora spongiae
Saccharopolyspora subtropica
Saccharopolyspora taberi
Saccharopolyspora thermophila
Saccharopolyspora tripterygii
Saccharothrix algeriensis
Saccharothrix australiensis
Saccharothrix capreolus
Saccharothrix carnea
Saccharothrix coeruleofusca
Saccharothrix deserti
Saccharothrix ecbatanensis
Saccharothrix espanaensis
Saccharothrix ghardaiensis
Saccharothrix hoggarensis
Saccharothrix isguenensis
Saccharothrix longispora
Saccharothrix lopnurensis
Saccharothrix mutabilis
Saccharothrix saharensis
Saccharothrix stipae
Saccharothrix syringae
Saccharothrix tamanrassetensis
Saccharothrix texasensis
Saccharothrix tharensis
Saccharothrix variisporea
Saccharothrix violaceirubra
Saccharothrix xinjiangensis
Saccharothrix yanglingensis
Saccharothrixopsis albidus
Salinifilum aidingensis
Salinifilum ghardaiensis
Salinifilum proteinilyticum
Sciscionella marina
Streptoalloteichus hindustanus
Streptoalloteichus tenebrarius
Tamaricihabitans halophyticus
Thermocrispum agreste
Thermocrispum municipale
Thermotunica guangxiensis
Umezawaea endophytica
Umezawaea tangerina
Amycolatopsis acididurans
Amycolatopsis dendrobii
Amycolatopsis eburnea
Amycolatopsis pittospori
Amycolatopsis sp.
Candidatus Blastococcus
Corynebacterium anserum
Corynebacterium choanae
Corynebacterium gerontici
Corynebacterium haemomassiliense
Corynebacterium incognita
Corynebacterium urinipleomorphum
Fodinicola acaciae
Gordonia asplenii
Gordonia crocea
Gordonia pseudoamarae
Gordonia spumicola
Haloechinothrix aidingensis
Halosaccharopolyspora lacisalsi
Jongsikchunia kroppenstedtii
Kibdelosporangium persicum
Lentzea indica
Mycobacterium ahvazicum
Mycobacterium decipiens
Mycobacterium diernhoferi
Mycobacterium doricum
Mycobacterium frederiksbergense
Mycobacterium goodii
Mycobacterium heraklionense
Mycobacterium hodleri
Mycobacterium holsaticum
Mycobacterium koreense
Mycobacterium ostraviense
Mycobacterium pallens
Mycobacterium porcinum
Mycobacterium senegalense
Mycobacterium vulneris
Mycolicibacterium stellerae
Nocardia bovistercoris
Nocardia terrae
Nocardia yunnanensis
Pseudonocardia broussonetiae
Pseudonocardia pini
Rhodococcus cavernicola
Rhodococcus spelaei
Saccharopolyspora rhizosphaerae
